timestamp,motor_temperature,battery_voltage,motor_rpm,altitude,flight_mode
2026-09-23T10:02:56Z,46.66,12.263,5818,18.59,AUTO
2026-09-23T10:02:57Z,47.31,12.246,5841,18.94,AUTO
2026-09-23T10:02:58Z,46.47,12.27,5813,17.44,AUTO
2026-09-23T10:02:59Z,47.38,12.226,5881,17.99,AUTO
2026-09-23T10:03:00Z,46.25,12.218,5815,18.33,AUTO
2026-09-23T10:03:01Z,47.79,12.21,5867,17.43,AUTO
2026-09-23T10:03:02Z,47.86,12.207,5853,17.12,AUTO
2026-09-23T10:03:03Z,46.71,12.266,5854,18.47,AUTO
2026-09-23T10:03:04Z,47.94,12.267,5869,17.37,AUTO
2026-09-23T10:03:05Z,47.83,12.25,5851,18.33,AUTO
2026-09-23T10:03:06Z,46.73,12.218,5827,17.34,AUTO
2026-09-23T10:03:07Z,46.0,12.208,5803,18.91,AUTO
2026-09-23T10:03:08Z,46.26,12.261,5804,17.71,AUTO
2026-09-23T10:03:09Z,47.67,12.248,5865,,AUTO
2026-09-23T10:03:10Z,46.14,12.218,5809,18.84,AUTO
2026-09-23T10:03:11Z,46.44,12.207,5845,17.06,AUTO
2026-09-23T10:03:12Z,46.89,12.241,5854,17.08,AUTO
2026-09-23T10:03:13Z,46.16,12.179,5837,17.51,AUTO
2026-09-23T10:03:14Z,47.6,12.244,5858,17.54,AUTO
2026-09-23T10:03:15Z,48.04,12.219,5870,18.43,AUTO
2026-09-23T10:03:16Z,46.77,12.19,5812,18.51,AUTO
2026-09-23T10:03:17Z,47.98,12.217,5901,17.05,AUTO
2026-09-23T10:03:18Z,46.64,12.202,5855,18.91,AUTO
2026-09-23T10:03:19Z,46.96,12.182,5840,17.99,AUTO
2026-09-23T10:03:20Z,48.06,12.175,5897,18.48,AUTO
2026-09-23T10:03:21Z,47.86,12.22,5880,17.66,AUTO
2026-09-23T10:03:22Z,46.87,12.185,5855,17.16,AUTO
2026-09-23T10:03:23Z,46.64,12.214,5820,17.13,AUTO
2026-09-23T10:03:24Z,46.33,12.196,5813,18.96,AUTO
2026-09-23T10:03:25Z,48.05,12.229,5870,17.17,AUTO
2026-09-23T10:03:26Z,46.49,12.188,5838,17.89,AUTO
2026-09-23T10:03:27Z,46.78,12.179,5843,18.35,AUTO
2026-09-23T10:03:28Z,47.82,12.212,5882,17.24,AUTO
2026-09-23T10:03:29Z,48.03,12.166,5884,17.75,AUTO
2026-09-23T10:03:30Z,47.84,12.156,5862,17.49,AUTO
2026-09-23T10:03:31Z,46.68,12.209,5838,17.65,AUTO
2026-09-23T10:03:32Z,47.18,12.215,5852,17.46,AUTO
2026-09-23T10:03:33Z,48.02,12.186,5905,17.2,AUTO
2026-09-23T10:03:34Z,47.37,12.198,5875,18.83,AUTO
2026-09-23T10:03:35Z,46.52,12.153,5809,17.38,AUTO
2026-09-23T10:03:36Z,48.4,12.175,5916,17.74,AUTO
2026-09-23T10:03:37Z,48.2,12.162,5875,18.56,AUTO
2026-09-23T10:03:38Z,48.38,12.132,5898,18.24,AUTO
2026-09-23T10:03:39Z,46.94,12.151,5825,17.41,AUTO
2026-09-23T10:03:40Z,47.03,12.168,5854,17.41,AUTO
2026-09-23T10:03:41Z,46.56,12.144,5839,17.37,AUTO
2026-09-23T10:03:42Z,47.18,12.132,5866,18.1,AUTO
2026-09-23T10:03:43Z,46.69,12.122,5829,18.1,AUTO
2026-09-23T10:03:44Z,47.86,12.119,5858,18.39,AUTO
2026-09-23T10:03:45Z,47.42,12.133,5850,18.91,AUTO
2026-09-23T10:03:46Z,47.24,12.153,5846,17.83,AUTO
2026-09-23T10:03:47Z,48.36,12.186,5886,17.39,AUTO
2026-09-23T10:03:48Z,48.1,12.12,5859,18.8,AUTO
2026-09-23T10:03:49Z,47.51,12.168,5858,18.77,AUTO
2026-09-23T10:03:50Z,47.6,12.113,5842,18.1,AUTO
2026-09-23T10:03:51Z,47.98,12.171,5859,18.24,AUTO
2026-09-23T10:03:52Z,47.45,12.136,5843,17.57,AUTO
2026-09-23T10:03:53Z,47.77,12.168,5852,17.98,AUTO
2026-09-23T10:03:54Z,48.35,12.169,5877,17.25,AUTO
2026-09-23T10:03:55Z,48.65,12.168,5902,17.11,AUTO
2026-09-23T10:03:56Z,48.63,12.119,5922,18.24,AUTO
2026-09-23T10:03:57Z,48.44,12.099,5910,17.44,AUTO
2026-09-23T10:03:58Z,47.62,12.152,5883,17.37,AUTO
2026-09-23T10:03:59Z,47.26,12.114,5855,17.77,AUTO
2026-09-23T10:04:00Z,47.09,12.1,5859,18.79,AUTO
2026-09-23T10:04:01Z,46.94,12.123,5856,17.08,AUTO
2026-09-23T10:04:02Z,48.55,12.085,5904,18.1,AUTO
2026-09-23T10:04:03Z,48.14,12.098,5881,18.17,AUTO
2026-09-23T10:04:04Z,47.76,12.125,5869,17.88,AUTO
2026-09-23T10:04:05Z,46.97,12.12,5843,17.47,AUTO
2026-09-23T10:04:06Z,48.46,12.13,5894,17.36,AUTO
2026-09-23T10:04:07Z,47.9,12.075,5858,17.86,AUTO
2026-09-23T10:04:08Z,47.15,12.099,5851,17.08,AUTO
2026-09-23T10:04:09Z,48.26,12.069,5901,18.56,AUTO
2026-09-23T10:04:10Z,48.02,12.064,5881,17.76,AUTO
2026-09-23T10:04:11Z,48.92,12.069,5930,18.99,AUTO
2026-09-23T10:04:12Z,48.5,12.121,5882,,AUTO
2026-09-23T10:04:13Z,49.01,12.093,5938,18.83,AUTO
2026-09-23T10:04:14Z,47.39,12.115,5880,17.13,AUTO
2026-09-23T10:04:15Z,47.78,12.11,5855,18.79,AUTO
2026-09-23T10:04:16Z,47.65,12.113,5850,18.0,AUTO
2026-09-23T10:04:17Z,48.95,12.063,5901,18.01,AUTO
2026-09-23T10:04:18Z,47.77,12.047,5856,17.32,AUTO
2026-09-23T10:04:19Z,49.02,12.096,5935,17.34,AUTO
2026-09-23T10:04:20Z,48.73,12.049,5907,18.27,AUTO
2026-09-23T10:04:21Z,47.9,12.108,5879,18.16,AUTO
2026-09-23T10:04:22Z,48.96,12.044,5938,18.26,AUTO
2026-09-23T10:04:23Z,48.0,12.098,5868,18.98,AUTO
2026-09-23T10:04:24Z,48.38,12.061,5907,17.88,AUTO
2026-09-23T10:04:25Z,47.59,12.089,5843,18.64,AUTO
2026-09-23T10:04:26Z,47.76,12.079,5896,18.17,AUTO
2026-09-23T10:04:27Z,48.6,12.051,5876,17.07,AUTO
2026-09-23T10:04:28Z,47.59,12.073,5862,18.03,AUTO
2026-09-23T10:04:29Z,49.1,12.033,5905,18.31,AUTO
2026-09-23T10:04:30Z,47.36,12.02,5850,17.21,AUTO
2026-09-23T10:04:31Z,48.05,12.036,5886,18.18,AUTO
2026-09-23T10:04:32Z,47.76,12.066,5870,17.27,AUTO
2026-09-23T10:04:33Z,49.24,12.033,5906,17.19,AUTO
2026-09-23T10:04:34Z,48.66,12.082,5917,17.8,AUTO
2026-09-23T10:04:35Z,47.93,12.011,5885,18.12,AUTO
2026-09-23T10:04:36Z,48.12,12.06,5881,18.87,AUTO
2026-09-23T10:04:37Z,48.9,12.026,5932,17.09,AUTO
2026-09-23T10:04:38Z,48.51,12.036,5885,17.12,AUTO
2026-09-23T10:04:39Z,49.02,12.003,5918,18.88,AUTO
2026-09-23T10:04:40Z,47.76,12.016,5877,18.01,AUTO
2026-09-23T10:04:41Z,48.78,12.063,5891,17.62,AUTO
2026-09-23T10:04:42Z,48.11,12.0,5903,18.57,AUTO
2026-09-23T10:04:43Z,48.96,11.995,5931,18.49,AUTO
2026-09-23T10:04:44Z,48.47,12.051,5894,17.45,AUTO
2026-09-23T10:04:45Z,47.77,12.009,5849,17.67,AUTO
2026-09-23T10:04:46Z,49.08,12.044,5935,18.42,AUTO
2026-09-23T10:04:47Z,48.12,12.03,5881,18.58,AUTO
2026-09-23T10:04:48Z,48.65,12.005,5910,18.93,AUTO
2026-09-23T10:04:49Z,48.06,12.052,5858,17.52,AUTO
2026-09-23T10:04:50Z,48.11,12.04,5906,18.49,AUTO
2026-09-23T10:04:51Z,48.31,12.048,5882,17.48,AUTO
2026-09-23T10:04:52Z,49.49,12.026,5942,18.33,AUTO
2026-09-23T10:04:53Z,49.65,12.012,5955,18.4,AUTO
2026-09-23T10:04:54Z,49.42,12.007,5941,18.14,AUTO
2026-09-23T10:04:55Z,48.34,11.987,5898,17.16,AUTO
2026-09-23T10:04:56Z,49.56,11.98,5911,17.21,AUTO
2026-09-23T10:04:57Z,49.61,11.994,5918,17.06,AUTO
2026-09-23T10:04:58Z,47.85,12.019,5881,18.39,AUTO
2026-09-23T10:04:59Z,49.26,11.967,5929,17.73,AUTO
2026-09-23T10:05:00Z,49.44,12.026,5950,17.13,AUTO
2026-09-23T10:05:01Z,49.55,12.031,5956,17.21,AUTO
2026-09-23T10:05:02Z,48.24,11.965,5865,18.7,AUTO
2026-09-23T10:05:03Z,49.47,12.005,5948,18.26,AUTO
2026-09-23T10:05:04Z,48.44,11.96,5875,18.51,AUTO
2026-09-23T10:05:05Z,48.29,11.976,5886,17.04,AUTO
2026-09-23T10:05:06Z,48.41,11.971,5905,17.74,AUTO
2026-09-23T10:05:07Z,48.55,12.023,5899,18.7,AUTO
2026-09-23T10:05:08Z,49.16,11.946,5916,17.87,AUTO
2026-09-23T10:05:09Z,49.49,11.97,5942,18.08,AUTO
2026-09-23T10:05:10Z,48.39,12.009,5873,18.64,AUTO
2026-09-23T10:05:11Z,48.32,11.938,5876,18.52,AUTO
2026-09-23T10:05:12Z,49.95,11.936,5948,17.98,AUTO
2026-09-23T10:05:13Z,49.6,11.949,5936,17.69,AUTO
2026-09-23T10:05:14Z,49.69,11.953,5961,17.57,AUTO
2026-09-23T10:05:15Z,48.47,11.986,5896,,AUTO
2026-09-23T10:05:16Z,48.28,11.979,5869,18.58,AUTO
2026-09-23T10:05:17Z,49.47,11.989,5938,17.71,AUTO
2026-09-23T10:05:18Z,48.89,11.956,5931,17.17,AUTO
2026-09-23T10:05:19Z,49.88,11.924,5931,17.53,AUTO
2026-09-23T10:05:20Z,49.92,11.96,5941,18.77,AUTO
2026-09-23T10:05:21Z,48.6,11.955,5903,18.51,AUTO
2026-09-23T10:05:22Z,49.66,11.968,5931,17.65,AUTO
2026-09-23T10:05:23Z,48.48,11.981,5905,18.48,AUTO
2026-09-23T10:05:24Z,48.52,11.947,5912,18.16,AUTO
2026-09-23T10:05:25Z,48.45,11.947,5915,17.48,AUTO
2026-09-23T10:05:26Z,48.6,11.932,5911,18.69,AUTO
2026-09-23T10:05:27Z,48.54,11.918,5886,17.65,AUTO
2026-09-23T10:05:28Z,49.29,11.917,5917,17.38,AUTO
2026-09-23T10:05:29Z,50.21,11.96,5937,18.92,AUTO
2026-09-23T10:05:30Z,48.48,11.931,5921,18.59,AUTO
2026-09-23T10:05:31Z,49.76,11.933,5926,18.28,AUTO
2026-09-23T10:05:32Z,48.53,11.913,5893,17.07,AUTO
2026-09-23T10:05:33Z,49.13,11.957,5929,18.0,AUTO
2026-09-23T10:05:34Z,49.61,11.929,5918,18.21,AUTO
2026-09-23T10:05:35Z,49.17,11.949,5941,17.86,AUTO
2026-09-23T10:05:36Z,49.52,11.948,5929,17.46,AUTO
2026-09-23T10:05:37Z,49.84,11.956,5958,18.4,AUTO
2026-09-23T10:05:38Z,50.11,11.938,5961,17.91,AUTO
2026-09-23T10:05:39Z,49.05,11.932,5897,17.84,AUTO
2026-09-23T10:05:40Z,50.0,11.937,5956,17.5,AUTO
2026-09-23T10:05:41Z,49.3,11.914,5932,17.82,AUTO
2026-09-23T10:05:42Z,49.82,11.95,5928,18.31,AUTO
2026-09-23T10:05:43Z,50.04,11.905,5951,18.95,AUTO
2026-09-23T10:05:44Z,48.58,11.915,5883,18.56,AUTO
2026-09-23T10:05:45Z,50.4,11.912,5944,18.15,AUTO
2026-09-23T10:05:46Z,49.62,11.925,5937,18.28,AUTO
2026-09-23T10:05:47Z,50.21,11.908,5953,18.9,AUTO
2026-09-23T10:05:48Z,48.99,11.919,5909,18.53,AUTO
2026-09-23T10:05:49Z,48.83,11.941,5902,17.11,AUTO
2026-09-23T10:05:50Z,49.15,11.892,5896,17.84,AUTO
2026-09-23T10:05:51Z,49.46,11.914,5924,17.53,AUTO
2026-09-23T10:05:52Z,49.08,11.915,5940,18.05,AUTO
2026-09-23T10:05:53Z,49.09,11.918,5913,17.42,AUTO
2026-09-23T10:05:54Z,48.92,11.914,5928,18.27,AUTO
2026-09-23T10:05:55Z,49.62,11.895,5923,18.93,AUTO
2026-09-23T10:05:56Z,49.4,11.899,5945,18.63,AUTO
2026-09-23T10:05:57Z,49.65,11.87,5940,17.25,AUTO
2026-09-23T10:05:58Z,50.4,11.872,5982,17.53,AUTO
2026-09-23T10:05:59Z,49.5,11.862,5929,17.37,AUTO
2026-09-23T10:06:00Z,48.77,11.898,5896,17.49,AUTO
2026-09-23T10:06:01Z,49.38,11.876,5925,18.27,AUTO
2026-09-23T10:06:02Z,50.11,11.865,5975,18.71,AUTO
2026-09-23T10:06:03Z,48.92,11.9,5932,18.57,AUTO
2026-09-23T10:06:04Z,49.1,11.899,5925,17.03,AUTO
2026-09-23T10:06:05Z,48.86,11.906,5918,17.5,AUTO
2026-09-23T10:06:06Z,49.06,11.839,5904,18.55,AUTO
2026-09-23T10:06:07Z,49.56,11.838,5955,18.58,AUTO
2026-09-23T10:06:08Z,49.22,11.895,5928,18.56,AUTO
2026-09-23T10:06:09Z,50.24,11.894,5973,18.68,AUTO
2026-09-23T10:06:10Z,49.31,11.875,5927,18.48,AUTO
2026-09-23T10:06:11Z,49.81,11.889,5946,17.53,AUTO
2026-09-23T10:06:12Z,49.42,11.827,5929,17.12,AUTO
2026-09-23T10:06:13Z,49.9,11.826,5946,18.0,AUTO
2026-09-23T10:06:14Z,50.06,11.881,5927,18.68,AUTO
2026-09-23T10:06:15Z,49.94,11.855,5956,18.68,AUTO
2026-09-23T10:06:16Z,49.77,11.842,5965,17.15,AUTO
2026-09-23T10:06:17Z,50.31,11.857,5937,18.22,AUTO
2026-09-23T10:06:18Z,50.41,11.879,5956,,AUTO
2026-09-23T10:06:19Z,51.03,11.843,5985,18.8,AUTO
2026-09-23T10:06:20Z,49.15,11.857,5927,17.68,AUTO
2026-09-23T10:06:21Z,50.82,11.827,5977,18.05,AUTO
2026-09-23T10:06:22Z,50.65,11.813,5970,17.84,AUTO
2026-09-23T10:06:23Z,50.24,11.86,5948,18.66,AUTO
2026-09-23T10:06:24Z,49.95,11.832,5937,18.01,AUTO
2026-09-23T10:06:25Z,51.11,11.842,6003,17.66,AUTO
2026-09-23T10:06:26Z,49.81,11.812,5948,18.27,AUTO
2026-09-23T10:06:27Z,50.76,11.789,5988,18.77,AUTO
2026-09-23T10:06:28Z,50.3,11.788,5951,17.01,AUTO
2026-09-23T10:06:29Z,49.6,11.856,5941,18.32,AUTO
2026-09-23T10:06:30Z,50.82,11.853,5984,18.23,AUTO
2026-09-23T10:06:31Z,50.51,11.834,5973,18.36,AUTO
2026-09-23T10:06:32Z,49.7,11.829,5937,18.53,AUTO
2026-09-23T10:06:33Z,49.49,11.789,5909,18.55,AUTO
2026-09-23T10:06:34Z,51.13,11.824,5983,18.65,AUTO
2026-09-23T10:06:35Z,50.89,11.815,5969,17.6,AUTO
2026-09-23T10:06:36Z,50.18,11.793,5953,18.28,AUTO
2026-09-23T10:06:37Z,51.22,11.77,5996,17.08,AUTO
